date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2004-01-02,21.28,21.75,21.18,21.55,2582900,0.31940657289264,0.326461135357844,0.317905602155363,0.32345919388329,144642544,0.0,1.0
2004-01-05,22.17,22.39,21.42,21.42,7053900,0.33276521245441,0.33606734807642,0.321507931924829,0.321507931924829,395018795,0.0,1.0
2004-01-06,22.09,22.42,21.71,22.25,9095500,0.331564435864588,0.336517639297603,0.325860747062933,0.333965989044232,509348509,0.0,1.0
2004-01-07,22.59,22.83,21.93,22.1,10479900,0.339069289550975,0.342671619320441,0.329162882684944,0.331714532938315,586874986,0.0,1.0
2004-01-08,23.36,23.73,22.65,22.84,8219700,0.350626764228011,0.356180355955938,0.339969871993341,0.342821716394169,460303660,0.0,1.0
2004-01-09,23.0,24.13,22.79,23.23,7633200,0.345223269573812,0.362184238905048,0.34207123102553,0.348675502269551,427459627,0.0,1.0
2004-01-12,23.73,24.0,23.1,23.16,8706200,0.356180355955938,0.360232976946587,0.34672424031109,0.347624822753456,487547687,0.0,1.0
2004-01-13,24.12,24.84,23.86,24.7,12125300,0.36203414183132,0.372841131139718,0.358131617914399,0.370739772107529,679017479,0.0,1.0
2004-01-14,24.2,24.54,23.777,24.4,11072200,0.363234918421142,0.368338218927885,0.356885812202458,0.366236859895697,620043820,0.0,1.0
2004-01-15,22.85,23.4,22.5,22.94,18182300,0.342971813467896,0.351227152522922,0.337718415887425,0.344322687131446,1018209818,0.0,1.0
2004-01-16,22.72,23.04,22.61,22.996,6657500,0.341020551509436,0.345823657868723,0.33936948369843,0.345163230744321,372820372,0.0,1.0
2004-01-20,22.73,22.8,22.25,22.67,5641900,0.341170648583163,0.342221328099258,0.333965989044232,0.340270066140797,315946715,0.0,1.0
2004-01-21,22.61,22.97,22.43,22.7,4047500,0.33936948369843,0.344772978352629,0.336667736371331,0.34072035736198,226660226,0.0,1.0
2004-01-22,22.18,22.833,22.18,22.56,3660800,0.332915309528137,0.342716648442559,0.332915309528137,0.338618998329792,205005005,0.0,1.0
2004-01-23,22.56,22.7398,22.25,22.25,4056600,0.338618998329792,0.341317743715417,0.333965989044232,0.333965989044232,227169827,0.0,1.0
2004-01-26,23.01,23.06,22.43,22.46,4844100,0.34537336664754,0.346123852016179,0.336667736371331,0.337118027592514,271269871,0.0,1.0
2004-01-27,23.07,23.25,22.798,23.03,5483400,0.346273949089907,0.348975696417006,0.342191308684512,0.345673560794996,307070707,0.0,1.0
2004-01-28,22.52,23.38,22.41,22.84,4917900,0.338018610034881,0.350926958375467,0.336367542223876,0.342821716394169,275402675,0.0,1.0
2004-01-29,22.68,22.8,22.19,22.63,3798200,0.340420163214525,0.342221328099258,0.333065406601865,0.339669677845886,212699412,0.0,1.0
2004-01-30,22.56,22.87,22.42,22.74,3308900,0.338618998329792,0.343272007615352,0.336517639297603,0.341320745656891,185298585,0.0,1.0
2004-02-02,22.32,22.81,22.08,22.46,5132700,0.335016668560326,0.342371425172985,0.33141433879086,0.337118027592514,287431487,0.0,1.0
2004-02-03,22.26,22.4,22.0,22.3,3228800,0.334116086117959,0.336217445150148,0.330213562201038,0.33471647441287,180812980,0.0,1.0
2004-02-04,21.79,22.09,21.7,22.0,5456300,0.327061523652755,0.331564435864588,0.325710649989206,0.330213562201038,305553105,0.0,1.0
2004-02-05,22.42,22.91,21.81,21.82,6300800,0.336517639297603,0.343872395910263,0.327361717800211,0.327511814873939,352845152,0.0,1.0
2004-02-06,22.71,22.89,22.4,22.45,3452500,0.340870454435708,0.343572201762807,0.336217445150148,0.336967930518787,193340193,0.0,1.0
2004-02-09,22.667,22.86,22.5,22.62,3361800,0.340225037018679,0.343121910541624,0.337718415887425,0.339519580772158,188260988,0.0,1.0
2004-02-10,22.98,23.12,22.44,22.62,4559700,0.344923075426357,0.347024434458545,0.336817833445059,0.339519580772158,255343455,0.0,1.0
2004-02-11,23.8,23.87,23.05,23.09,6224000,0.357231035472032,0.358281714988126,0.345973754942451,0.346574143237362,348544348,0.0,1.0
2004-02-12,23.73,23.99,23.6,23.67,3285500,0.356180355955938,0.360082879872859,0.354229093997477,0.355279773513571,183988183,0.0,1.0
2004-02-13,23.0,24.1,22.83,23.85,5642500,0.345223269573812,0.361733947683864,0.342671619320441,0.357981520840671,315980315,0.0,1.0
2004-02-17,23.16,23.49,23.1,23.1,3052800,0.347624822753456,0.352578026186472,0.34672424031109,0.34672424031109,170956970,0.0,1.0
2004-02-18,23.26,23.44,23.05,23.18,2529200,0.349125793490734,0.351827540817833,0.345973754942451,0.347925016900912,141635341,0.0,1.0
2004-02-19,22.47,23.64,22.41,23.31,5769300,0.337268124666242,0.354829482292388,0.336367542223876,0.349876278859373,323081123,0.0,1.0
2004-02-20,22.4,22.51,22.21,22.5,4957200,0.336217445150148,0.337868512961153,0.333365600749321,0.337718415887425,277603477,0.0,1.0
2004-02-23,22.19,22.46,21.8899,22.45,3465700,0.333065406601865,0.337118027592514,0.328560993419296,0.336967930518787,194079394,0.0,1.0
2004-02-24,22.36,22.74,22.0,22.14,4626000,0.335617056855237,0.341320745656891,0.330213562201038,0.332314921233226,259056259,0.0,1.0
2004-02-25,22.81,22.9,22.21,22.22,4933500,0.342371425172985,0.343722298836535,0.333365600749321,0.333515697823048,276276276,0.0,1.0
2004-02-26,23.04,23.18,22.8,22.84,3543000,0.345823657868723,0.347925016900912,0.342221328099258,0.342821716394169,198408198,0.0,1.0
2004-02-27,23.92,24.02,22.95,22.96,8372100,0.359032200356765,0.360533171094042,0.344472784205174,0.344622881278902,468838068,0.0,1.0
2004-03-01,24.02,24.3,23.87,24.09,5744300,0.360533171094042,0.364735889158419,0.358281714988126,0.361583850610137,321681121,0.0,1.0
2004-03-02,23.81,24.1,23.77,24.0,4583700,0.35738113254576,0.361733947683864,0.356780744250849,0.360232976946587,256687456,0.0,1.0
2004-03-03,23.92,24.19,23.6,23.6,4020200,0.359032200356765,0.363084821347414,0.354229093997477,0.354229093997477,225131425,0.0,1.0
2004-03-04,25.16,25.22,23.91,23.96,11789700,0.377644237499005,0.378544819941372,0.358882103283037,0.359632588651676,660223860,0.0,1.0
2004-03-05,26.74,27.49,24.9,24.95,27510700,0.401359575147989,0.41261685567757,0.373741713582084,0.374492198950723,1540600740,0.0,1.0
2004-03-08,26.0,26.79,25.8,26.79,9337000,0.390252391692136,0.402110060516628,0.387250450217581,0.402110060516628,522872522,0.0,1.0
2004-03-09,27.1,27.23,25.75,25.9,11042200,0.406763069802188,0.408714331760648,0.386499964848942,0.388751420954858,618363818,0.0,1.0
2004-03-10,27.68,28.14,26.94,26.99,17981500,0.415468700078397,0.422373165469873,0.404361516622544,0.405112001991183,1006965006,0.0,1.0
2004-03-11,27.15,28.04,27.09,27.26,10640200,0.407513555170826,0.420872194732596,0.40661297272846,0.409164622981832,595851795,0.0,1.0
2004-03-12,27.56,27.78,27.17,27.32,5879000,0.413667535193664,0.416969670815674,0.407813749318282,0.410065205424198,329224329,0.0,1.0
2004-03-15,26.45,27.35,26.26,27.03,8602100,0.397006760009884,0.410515496645381,0.394154915609057,0.405712390286094,481718081,0.0,1.0
2004-03-16,25.82,26.61,25.39,26.55,10811300,0.387550644365036,0.399408313189528,0.381096470194743,0.398507730747162,605433405,0.0,1.0
2004-03-17,26.19,26.38,25.78,25.96,7347000,0.393104236092963,0.39595608049379,0.386950256070126,0.389652003397225,411432411,0.0,1.0
2004-03-18,25.67,26.06,25.59,25.94,5733600,0.38529918825912,0.391152974134502,0.384098411669298,0.389351809249769,321081921,0.0,1.0
2004-03-19,25.86,26.94,25.54,25.7,7296000,0.388151032659947,0.404361516622544,0.38334792630066,0.385749479480304,408576408,0.0,1.0
2004-03-22,25.86,26.17,25.25,25.37,7482700,0.388151032659947,0.392804041945508,0.378995111162555,0.380796276047288,419031619,0.0,1.0
2004-03-23,25.29,26.0,25.22,25.92,6884200,0.379595499457466,0.390252391692136,0.378544819941372,0.389051615102314,385515585,0.0,1.0
2004-03-24,25.5,25.75,25.27,25.3,7646700,0.382747538005749,0.386499964848942,0.37929530531001,0.379745596531194,428215628,0.0,1.0
2004-03-25,26.87,26.91,25.89,26.1,10115100,0.40331083710645,0.403911225401361,0.388601323881131,0.391753362429413,566446166,0.0,1.0
2004-03-26,27.04,27.36,26.91,26.91,7498100,0.405862487359821,0.410665593719109,0.403911225401361,0.403911225401361,419894019,0.0,1.0
2004-03-29,27.91,27.99,27.2,27.4,6263000,0.418920932774135,0.420121709363957,0.408264040539465,0.41126598201402,350728350,0.0,1.0
2004-03-30,27.92,27.95,27.34,27.86,6422800,0.419071029847863,0.419521321069046,0.410365399571654,0.418170447405496,359677159,0.0,1.0
2004-03-31,27.04,27.98,26.95,27.86,6978100,0.405862487359821,0.419971612290229,0.404511613696272,0.418170447405496,390773990,0.0,1.0
2004-04-01,27.11,27.27,26.62,26.9,5684500,0.406913166875915,0.409314720055559,0.399558410263256,0.403761128327633,318332318,0.0,1.0
2004-04-02,27.5,27.93,27.23,27.74,4901400,0.412766952751298,0.419221126921591,0.408714331760648,0.416369282520763,274478674,0.0,1.0
2004-04-05,28.32,28.37,27.44,27.48,6887000,0.425074912796973,0.425825398165611,0.411866370308931,0.412466758603842,385672385,0.0,1.0
2004-04-06,27.83,28.15,27.43,27.74,4607000,0.417720156184313,0.422523262543601,0.411716273235203,0.416369282520763,257992257,0.0,1.0
2004-04-07,27.31,27.7,26.92,27.62,4555700,0.40991510835047,0.415768894225852,0.404061322475088,0.414568117636031,255119455,0.0,1.0
2004-04-08,27.53,28.0,27.2,27.9,4302100,0.413217243972481,0.420271806437685,0.408264040539465,0.418770835700407,240917840,0.0,1.0
2004-04-12,28.04,28.1,27.49,27.5,4116800,0.420872194732596,0.421772777174962,0.41261685567757,0.412766952751298,230541030,0.0,1.0
2004-04-13,26.93,28.03,26.84,28.0,7792800,0.404211419548816,0.420722097658868,0.402860545885266,0.420271806437685,436397236,0.0,1.0
2004-04-14,26.64,27.07,26.31,26.74,11423800,0.399858604410712,0.406312778581005,0.394905400977696,0.401359575147989,639733439,0.0,1.0
2004-04-15,29.3,29.58,28.16,29.0,31454400,0.439784426022292,0.443987144086668,0.422673359617329,0.435281513810459,1761448161,0.0,1.0
2004-04-16,29.18,29.31,28.5,29.07,7195200,0.437983261137559,0.439934523096019,0.427776660124072,0.436332193326553,402931602,0.0,1.0
2004-04-19,28.35,28.75,27.83,28.12,12720600,0.425525204018156,0.431529086967266,0.417720156184313,0.422072971322418,712354312,0.0,1.0
2004-04-20,27.73,28.41,27.56,28.21,6330700,0.416219185447036,0.426425786460522,0.413667535193664,0.423423844985967,354519554,0.0,1.0
2004-04-21,27.73,28.12,27.37,27.6,5819200,0.416219185447036,0.422072971322418,0.410815690792837,0.414267923488575,325875525,0.0,1.0
2004-04-22,27.78,28.18,27.11,27.56,6153300,0.416969670815674,0.422973553764784,0.406913166875915,0.413667535193664,344585144,0.0,1.0
2004-04-23,27.7,28.0,27.05,27.7,5639800,0.415768894225852,0.420271806437685,0.406012584433549,0.415768894225852,315829115,0.0,1.0
2004-04-26,27.13,27.635,27.0,27.58,4127300,0.407213361023371,0.414793263246622,0.40526209906491,0.413967729341119,231129031,0.0,1.0
2004-04-27,26.94,27.44,26.69,27.24,5069000,0.404361516622544,0.411866370308931,0.40060908977935,0.408864428834376,283864283,0.0,1.0
2004-04-28,26.45,27.01,26.34,26.82,4128000,0.397006760009884,0.405412196138638,0.395355692198879,0.402560351737811,231168231,0.0,1.0
2004-04-29,26.77,27.0,25.98,26.45,8228400,0.401809866369172,0.40526209906491,0.38995219754468,0.397006760009884,460790860,0.0,1.0
2004-04-30,25.78,26.96,25.49,26.71,8330400,0.386950256070126,0.404661710769999,0.382597440932021,0.400909283926806,466502866,0.0,1.0
2004-05-03,26.07,26.33,25.74,26.0,5314900,0.39130307120823,0.395205595125151,0.386349867775214,0.390252391692136,297634697,0.0,1.0
2004-05-04,26.14,26.55,25.5,25.97,4999700,0.392353750724324,0.398507730747162,0.382747538005749,0.389802100470953,279983479,0.0,1.0
2004-05-05,26.65,26.75,25.96,26.2,4251900,0.400008701484439,0.401509672221717,0.389652003397225,0.393254333166691,238106638,0.0,1.0
2004-05-06,26.58,26.75,25.9,26.41,4706400,0.398958021968345,0.401509672221717,0.388751420954858,0.396406371714973,263558663,0.0,1.0
2004-05-07,26.67,27.57,26.55,26.57,7482800,0.400308895631895,0.413817632267392,0.398507730747162,0.398807924894617,419037219,0.0,1.0
2004-05-10,26.28,26.6,25.94,26.27,4463900,0.394455109756513,0.399258216115801,0.389351809249769,0.394305012682785,249978649,0.0,1.0
2004-05-11,27.14,27.19,26.4,26.4,5449500,0.407363458097099,0.408113943465737,0.396256274641246,0.396256274641246,305172305,0.0,1.0
2004-05-12,27.3,27.34,26.24,26.79,4382500,0.409765011276743,0.410365399571654,0.393854721461602,0.402110060516628,245420245,0.0,1.0
2004-05-13,27.19,27.72,26.9,27.1273,4104500,0.408113943465737,0.416069088373308,0.403761128327633,0.407172834813465,229852229,0.0,1.0
